Group,MAG,Completeness,Contamination,Strain_Heterogeneity,N50,Assembly_Type,Assembly_Source,Contig_count,Assembly_size
HQ Winners,17-2_N11_stoolx17-2_N11_stool.008.SR_stool,100,0,0,1246127,MetaSPAdes (SR),Stool,19,2467665
HQ Winners,19-1_10_DP_BAPcstx19-1_10_DP_BAPcst.002.SR_plate,100,0,0,2152671,MetaSPAdes (SR),Plate,15,3359827
HQ Winners,19-1_10x71.SR_stool,100,0,0,3553664,MetaSPAdes (SR),Stool,3,3570428
HQ Winners,19-1_16x4.LR_stool,100,0,0,2544120,MetaFlye2 (LR),Stool,14,2640807
HQ Winners,19-1_6_LKVx19-1_6_LKV.002.SR_plate,100,0,0,931052,MetaSPAdes (SR),Plate,37,4891926
HQ Winners,19-1_6_stoolx19-1_6_stool.018.SR_stool,100,0,0,377905,MetaSPAdes (SR),Stool,51,3272794
HQ Winners,19-1_N16_DP_BAPcstx16.SR_plate,100,0,0,85710,MetaSPAdes (SR),Plate,83,3037491
HQ Winners,19-2_10xbin.27_sub.SR_stool,100,0,0,140530,MetaSPAdes (SR),Stool,38,3220258
HQ Winners,19-2_12x19-2_early__19-2_12.001.LR_stool,100,0,0,2497460,MetaFlye2 (LR),Stool,2,2513983
HQ Winners,19-2_36_LKVx0.SR_plate,100,0,0,571676,MetaSPAdes (SR),Plate,15,4089901
HQ Winners,19-2_6_stoolx19-2_6_stool.004.SR_stool,100,0,0,3534869,MetaSPAdes (SR),Stool,6,3573456
HQ Winners,19-2_6_stoolx19-2_6_stool.007.SR_stool,100,0,0,634060,MetaSPAdes (SR),Stool,15,2177814
HQ Winners,19-2_6x19-2_6_LKV_19-2_6_LKV.001.LR_plate,100,0,0,1283105,MetaFlye2 (LR),Plate,31,4823143
HQ Winners,20-1_11x31.SR_stool,100,0,0,240998,MetaSPAdes (SR),Stool,52,3298383
HQ Winners,20-1_5_BAPxbin.1.SR_plate,100,0,0,858022,MetaSPAdes (SR),Plate,23,3292536
HQ Winners,20-1_8_DP_LKVx20-1_8_DP_LKV.001.SR_plate,100,0,0,327576,MetaSPAdes (SR),Plate,33,4310787
HQ Winners,20-1_8_DP_LKVx20-1_8_DP_LKV.002.SR_plate,100,0,0,520458,MetaSPAdes (SR),Plate,31,3907805
HQ Winners,20-2_10_LKVx17.SR_plate,100,0,0,520458,MetaSPAdes (SR),Plate,15,3844320
HQ Winners,20-2_13x2.SR_stool,100,0,0,53657,MetaSPAdes (SR),Stool,93,3165738
HQ Winners,20-2_2_stoolx25_sub.SR_stool,100,0,0,253099,MetaSPAdes (SR),Stool,20,2560434
HQ Winners,20-2_97x92.SR_stool,100,0,0,534736,MetaSPAdes (SR),Stool,7,1829050
HQ Winners,20-2_N9_DP_LKVxbin.3_sub.SR_plate,100,0,0,213576,MetaSPAdes (SR),Plate,35,4208590
HQ Winners,29-1_10x18.SR_stool,100,0,0,2900002,MetaSPAdes (SR),Stool,1,2900002
HQ Winners,29-1_10x29-1_early__29-1_10.001.LR_stool,100,0,0,2459389,MetaFlye2 (LR),Stool,4,2490182
HQ Winners,29-1_13x29-1_13.006.SR_stool,100,0,0,1102165,MetaSPAdes (SR),Stool,7,2147969
HQ Winners,29-1_14xbin.16.SR_stool,100,0,0,103903,MetaSPAdes (SR),Stool,72,3264482
HQ Winners,29-1_18_LKVxbin.3.SR_plate,100,0,0,201812,MetaSPAdes (SR),Plate,49,4510701
HQ Winners,29-1_33_BAPxbin.31.SR_plate,100,0,0,385899,MetaSPAdes (SR),Plate,24,2798739
HQ Winners,29-1_47x29-1_47_WC_29-1_47_WC.003.LR_plate,100,0,0,3740854,MetaFlye2 (LR),Plate,3,3752757
HQ Winners,29-1_N17x74.SR_stool,100,0,0,237423,MetaSPAdes (SR),Stool,33,4004780
HQ Winners,29-2_10x29-2_early__29-2_10.009.LR_stool,100,0,0,1764450,MetaFlye2 (LR),Stool,3,1803647
HQ Winners,29-2_14x29-2_early__29-2_14.003.LR_stool,100,0,0,2460382,MetaFlye2 (LR),Stool,5,2512004
HQ Winners,29-2_14x29-2_early__29-2_14.004.LR_stool,100,0,0,2231947,MetaFlye2 (LR),Stool,5,2250145
HQ Winners,29-2_N17_DP_BAPcstx29-2_N17_DP_BAPcst.001.SR_plate,100,0,0,1275400,MetaSPAdes (SR),Plate,8,1921096
HQ Winners,29-2_N17_DPxbin.5.LR_plate,100,0,0,3330572,MetaFlye2 (LR),Plate,5,3492128
HQ Winners,29-2_N17x29-2_N17.002.SR_stool,100,0,0,690751,MetaSPAdes (SR),Stool,28,2888220
HQ Winners,29-2_N17xbin.17.SR_stool,100,0,0,338901,MetaSPAdes (SR),Stool,30,3817088
HQ Winners,39-1_11x39-1_early__39-1_11.006.LR_stool,100,0,0,2745664,MetaFlye2 (LR),Stool,2,2757615
HQ Winners,39-1_36_WCx1.SR_plate,100,0,0,229960,MetaSPAdes (SR),Plate,29,3392583
HQ Winners,39-1_8x56.SR_stool,100,0,0,2150887,MetaSPAdes (SR),Stool,1,2150887
HQ Winners,39-1_94_CMBcst_WCx13.SR_plate,100,0,0,67128,MetaSPAdes (SR),Plate,58,1909528
HQ Winners,39-1_N11_DP_LKVx39-1_N11_DP_LKV.002.SR_plate,100,0,0,1489160,MetaSPAdes (SR),Plate,10,4048148
HQ Winners,39-1_N11_DPx39-1_N11_DP_LKV_39-1_N11_LKV.001.LR_plate,100,0,0,3234629,MetaFlye2 (LR),Plate,10,4916207
HQ Winners,39-1_N14x39-1_N14.014.SR_stool,100,0,0,2193476,MetaSPAdes (SR),Stool,23,3930143
HQ Winners,39-2_14x43.LR_stool,100,0,0,563268,MetaFlye2 (LR),Stool,10,3756967
HQ Winners,39-2_66_BAPxbin.4.SR_plate,100,0,0,31226,MetaSPAdes (SR),Plate,164,3130801
HQ Winners,39-2_8x39-2_8.002.SR_stool,100,0,0,2429158,MetaSPAdes (SR),Stool,2,2442558
HQ Winners,39-2_8x44.SR_stool,100,0,0,2159355,MetaSPAdes (SR),Stool,2,2168595
HQ Winners,39-2_94_CMBcst_WCx39-2_94_CMBcst_WC.001.SR_plate,100,0,0,1436252,MetaSPAdes (SR),Plate,5,2131353
HQ Winners,39-2_94x39-2_94.007.SR_stool,100,0,0,1560039,MetaSPAdes (SR),Stool,20,1868760
HQ Winners,39-2_94xbin.48.SR_stool,100,0,0,1164446,MetaSPAdes (SR),Stool,4,2826613
HQ Winners,39-2_N14_DP_LKVx90.SR_plate,100,0,0,260809,MetaSPAdes (SR),Plate,41,4536782
HQ Winners,40-1_13_DP_LKVx40-1_13_DP_LKV.001.SR_plate,100,0,0,4190666,MetaSPAdes (SR),Plate,7,4310051
HQ Winners,40-1_6_stoolx40-1_6_stool.018.SR_stool,100,0,0,483168,MetaSPAdes (SR),Stool,19,3356057
HQ Winners,40-1_6x7_sub.LR_plate,100,0,0,655764,MetaFlye2 (LR),Plate,25,4555116
HQ Winners,40-1_9x40-1_9.016.SR_stool,100,0,0,213403,MetaSPAdes (SR),Stool,22,2109233
HQ Winners,40-1_9x40-1_9.021.SR_stool,100,0,0,1555851,MetaSPAdes (SR),Stool,4,2099258
HQ Winners,40-1_9x72.SR_stool,100,0,0,1269123,MetaSPAdes (SR),Stool,9,3544952
HQ Winners,40-1_9xbin.1.LR_stool,100,0,0,1650750,MetaFlye2 (LR),Stool,3,2255744
HQ Winners,40-2_10_DPx40-2_10_DP_LKV_40-2_10_LKV.002_sub.LR_plate,100,0,0,632258,MetaFlye2 (LR),Plate,35,4595364
HQ Winners,40-2_10xbin.27.SR_stool,100,0,0,248594,MetaSPAdes (SR),Stool,37,3327645
HQ Winners,40-2_13_DP_LKVx40-2_13_DP_LKV.002.SR_plate,100,0,0,4196302,MetaSPAdes (SR),Plate,24,4323861
HQ Winners,40-2_13x13.LR_stool,100,0,0,353477,MetaFlye2 (LR),Stool,16,2710371
HQ Winners,40-2_13x40-2_13.001.SR_stool,100,0,0,2079279,MetaSPAdes (SR),Stool,10,2451154
HQ Winners,40-2_16_DPx40-2_16_DP_BAPcst_40-2_16_BAP.001.LR_plate,100,0,0,3782353,MetaFlye2 (LR),Plate,6,4176993
HQ Winners,40-2_16x40-2_late__40-2_16.014.LR_stool,100,0,0,3325893,MetaFlye2 (LR),Stool,6,3356280
HQ Winners,40-2_6_stoolx29.SR_stool,100,0,0,410652,MetaSPAdes (SR),Stool,10,2061069
HQ Winners,40-2_6_stoolx40-2_6_stool.006.SR_stool,100,0,0,2236242,MetaSPAdes (SR),Stool,3,2242850
HQ Winners,43-1_14x43-1_late__43-1_14.009_sub.LR_stool,100,0,0,2622339,MetaFlye2 (LR),Stool,9,2688819
HQ Winners,43-1_1_BAPx43-1_1_BAP.002.SR_plate,100,0,0,1884412,MetaSPAdes (SR),Plate,11,2469931
HQ Winners,43-1_1x43-1_1.002_sub.SR_stool,100,0,0,358273,MetaSPAdes (SR),Stool,56,4475106
HQ Winners,43-1_1x43-1_1.003.SR_stool,100,0,0,754741,MetaSPAdes (SR),Stool,23,3590099
HQ Winners,43-1_8_DP_BAPcstx43-1_8_DP_BAPcst.001.SR_plate,100,0,0,2035771,MetaSPAdes (SR),Plate,5,2048726
HQ Winners,43-1_8x43-1_8.013.SR_stool,100,0,0,116598,MetaSPAdes (SR),Stool,55,2891321
HQ Winners,43-1_90x31.SR_stool,100,0,0,166053,MetaSPAdes (SR),Stool,17,2427481
HQ Winners,43-1_N11xbin.37.SR_stool,100,0,0,239619,MetaSPAdes (SR),Stool,13,2062970
HQ Winners,43-2_15x43-2_late__43-2_15.021.LR_stool,100,0,0,1904571,MetaFlye2 (LR),Stool,5,2710570
HQ Winners,43-2_7_BAPx43-2_7_BAP.002.SR_plate,100,0,0,99460,MetaSPAdes (SR),Plate,38,1918189
HQ Winners,43-2_7_stoolxbin.25.SR_stool,100,0,0,1034908,MetaSPAdes (SR),Stool,4,2023954
HQ Winners,43-2_8xbin.12.SR_stool,100,0,0,304417,MetaSPAdes (SR),Stool,51,3598692
HQ Winners,43-2_94x43-2_94.014_sub.SR_stool,100,0,0,2083500,MetaSPAdes (SR),Stool,34,2643073
HQ Winners,43-2_94xbin.8.SR_stool,100,0,0,77063,MetaSPAdes (SR),Stool,97,3948360
HQ Winners,47-1_17x18.SR_stool,100,0,0,318198,MetaSPAdes (SR),Stool,18,3212485
HQ Winners,47-1_88x47-1_late__47-1_88.005.LR_stool,100,0,0,781686,MetaFlye2 (LR),Stool,40,3127301
HQ Winners,47-2_10xbin.39.SR_stool,100,0,0,841406,MetaSPAdes (SR),Stool,5,2749231
HQ Winners,47-2_37_BAPx59.SR_plate,100,0,0,65307,MetaSPAdes (SR),Plate,88,3165940
HQ Winners,47-2_7_BAPx47-2_7_BAP.002.SR_plate,100,0,0,2051122,MetaSPAdes (SR),Plate,4,2058955
HQ Winners,47-2_7x47-2_7_LKV_47-2_7_LKV.002.LR_plate,100,0,0,3646479,MetaFlye2 (LR),Plate,10,4889367
HQ Winners,8-1_N9_DP_BAPcstx8-1_N9_DP_BAPcst.001.SR_plate,100,0,0,438726,MetaSPAdes (SR),Plate,13,2357842
HQ Winners,C008-M00_stoolxC008-M00_stool.032_sub.SR_stool,100,0,0,332867,MetaSPAdes (SR),Stool,16,2421142
HQ Winners,C008-M00xbin.54.LR_stool,100,0,0,2487801,MetaFlye2 (LR),Stool,4,2509687
HQ Winners,C008-M36xC008-M36.019.SR_stool,100,0,0,186576,MetaSPAdes (SR),Stool,51,3358784
HQ Winners,C014-M06xbin.57.SR_stool,100,0,0,278472,MetaSPAdes (SR),Stool,13,1817588
HQ Winners,C014-M27_WCxC014-M27_WC.003.SR_plate,100,0,0,77942,MetaSPAdes (SR),Plate,110,4662604
HQ Winners,C017-M06_WCxC017-M06_WC.001.SR_plate,100,0,0,441251,MetaSPAdes (SR),Plate,23,3466662
HQ Winners,C019-M00xC019__C019-M00.019_sub.LR_stool,100,0,0,872730,MetaFlye2 (LR),Stool,5,3060330
HQ Winners,C019-M00xC019-M00.010.SR_stool,100,0,0,2264483,MetaSPAdes (SR),Stool,1,2264483
HQ Winners,C019-M22_stoolx143.SR_stool,100,0,0,151366,MetaSPAdes (SR),Stool,34,2879702
HQ Winners,C020-M00xbin.53.SR_stool,100,0,0,62083,MetaSPAdes (SR),Stool,59,2227501
HQ Winners,C020-M07xC020-M07.016.SR_stool,100,0,0,1055185,MetaSPAdes (SR),Stool,22,1931167
HQ Winners,C029-M00_stoolx5.SR_stool,100,0,0,159523,MetaSPAdes (SR),Stool,32,2907575
HQ Winners,C029-M36xC029-M36.028.SR_stool,100,0,0,717678,MetaSPAdes (SR),Stool,14,2419709
HQ Winners,C039-M00xbin.43.SR_stool,100,0,0,327506,MetaSPAdes (SR),Stool,18,3484659
HQ Winners,C039-M06_stoolx50.SR_stool,100,0,0,359836,MetaSPAdes (SR),Stool,53,3394880
HQ Winners,C039-M06_stoolx6_sub.SR_stool,100,0,0,376818,MetaSPAdes (SR),Stool,13,2299379
HQ Winners,C039-M06_WCxC039-M06_WC.004.SR_plate,100,0,0,2043072,MetaSPAdes (SR),Plate,5,2095581
HQ Winners,C039-M24_stoolx91.SR_stool,100,0,0,144233,MetaSPAdes (SR),Stool,54,4706598
HQ Winners,C040-M00_BAPx2.SR_plate,100,0,0,392668,MetaSPAdes (SR),Plate,30,3386423
HQ Winners,C040-M00xbin.58.SR_stool,100,0,0,282968,MetaSPAdes (SR),Stool,14,2188202
HQ Winners,C040-M24x41.SR_stool,100,0,0,549436,MetaSPAdes (SR),Stool,15,2715860
HQ Winners,C040-M24x48.SR_stool,100,0,0,451477,MetaSPAdes (SR),Stool,23,2850158
HQ Winners,C040-M24xC040-M24.026.SR_stool,100,0,0,1113238,MetaSPAdes (SR),Stool,46,2004462
HQ Winners,C043-M01_BAPx8.SR_plate,100,0,0,112974,MetaSPAdes (SR),Plate,35,2157184
HQ Winners,C043-M01_stoolx27.SR_stool,100,0,0,1695313,MetaSPAdes (SR),Stool,2,1700810
HQ Winners,C043-M01_stoolxC043-M01_stool.037_sub.SR_stool,100,0,0,198221,MetaSPAdes (SR),Stool,42,2852718
HQ Winners,C043-M01xbin.23.LR_stool,100,0,0,1881306,MetaFlye2 (LR),Stool,2,2360147
HQ Winners,C047-M00_stoolx30.SR_stool,100,0,0,188570,MetaSPAdes (SR),Stool,43,3669728
HQ Winners,C047-M00_stoolxC047-M00_stool.006.SR_stool,100,0,0,794941,MetaSPAdes (SR),Stool,6,2447684
HQ Winners,C047-M00_stoolxC047-M00_stool.009.SR_stool,100,0,0,366709,MetaSPAdes (SR),Stool,12,2540023
HQ Winners,C047-M00_stoolxC047-M00_stool.023.SR_stool,100,0,0,352187,MetaSPAdes (SR),Stool,21,2374363
HQ Winners,C047-M24_stoolx85.SR_stool,100,0,0,356869,MetaSPAdes (SR),Stool,21,3356076
HQ Winners,19-2_10x50_sub.SR_stool,99.25,0.01,0,313762,MetaSPAdes (SR),Stool,28,3317873
HQ Winners,20-1_5_stoolx12.SR_stool,99.25,0.01,0,268690,MetaSPAdes (SR),Stool,24,3280127
HQ Winners,29-2_36_stoolxbin.38.SR_stool,95.3,0.02,0,100587,MetaSPAdes (SR),Stool,118,2488101
HQ Winners,17-1_16_stoolx56.SR_stool,98.49,0.02,0,64971,MetaSPAdes (SR),Stool,53,2046323
HQ Winners,47-1_7_stoolx71.SR_stool,98.73,0.04,0,206506,MetaSPAdes (SR),Stool,33,3604621
HQ Winners,20-2_97_DP_BAPcstxbin.13.SR_plate,99.67,0.04,0,99228,MetaSPAdes (SR),Plate,84,4780019
HQ Winners,29-1_6_stoolx19.SR_stool,99.97,0.04,0,1185494,MetaSPAdes (SR),Stool,13,4792712
HQ Winners,29-2_10x29-2_early__29-2_10.008.LR_stool,99.97,0.04,0,4658659,MetaFlye2 (LR),Stool,2,4772875
HQ Winners,29-1_11x8.LR_stool,98.25,0.05,0,5749505,MetaFlye2 (LR),Stool,2,5758364
HQ Winners,29-2_17x38.LR_stool,98.57,0.05,0,5775558,MetaFlye2 (LR),Stool,4,5849576
HQ Winners,43-2_94xbin.18.SR_stool,96.42,0.06,0,244685,MetaSPAdes (SR),Stool,26,3595028
HQ Winners,40-1_9x80_sub.SR_stool,98.2,0.06,0,30598,MetaSPAdes (SR),Stool,155,2972071
HQ Winners,47-1_88x19_sub.SR_stool,98.66,0.06,0,105533,MetaSPAdes (SR),Stool,49,2703209
HQ Winners,20-2_97x9.LR_stool,98.88,0.06,0,2540649,MetaFlye2 (LR),Stool,9,4074983
HQ Winners,C020-M00x124.SR_stool,98.99,0.06,0,93287,MetaSPAdes (SR),Stool,54,2424530
HQ Winners,20-1_97_DP_LKVx14.SR_plate,99.35,0.06,0,59152,MetaSPAdes (SR),Plate,90,2969891
HQ Winners,43-2_7_BAPx43-2_7_BAP.001.SR_plate,99.63,0.06,0,113145,MetaSPAdes (SR),Plate,61,2640988
HQ Winners,20-1_11_DP_BAPcstx20-1_11_DP_BAPcst.002.SR_plate,100,0.06,0,487747,MetaSPAdes (SR),Plate,14,2372676
HQ Winners,C039-M06_BAPx6.SR_plate,95.23,0.07,0,23615,MetaSPAdes (SR),Plate,116,1559746
HQ Winners,40-1_35_WCxbin.9_sub.SR_plate,97.88,0.07,0,29222,MetaSPAdes (SR),Plate,134,2434968
HQ Winners,43-2_12_CMBcst_WCxbin.1.SR_plate,99.17,0.07,0,25780,MetaSPAdes (SR),Plate,221,3338247
HQ Winners,C039-M00_WCxC039-M00_WC.001.SR_plate,99.35,0.07,0,524355,MetaSPAdes (SR),Plate,11,1898819
HQ Winners,47-1_7_LKVxbin.2_sub.SR_plate,96.79,0.08,0,571437,MetaSPAdes (SR),Plate,17,6485022
HQ Winners,43-1_1_LKVx33.SR_plate,97.75,0.08,0,21733,MetaSPAdes (SR),Plate,237,3662630
HQ Winners,39-2_N18_LKVxbin.3.SR_plate,98.12,0.08,0,626028,MetaSPAdes (SR),Plate,16,6118650
HQ Winners,20-1_97x20-1_late__20-1_97.043_sub.LR_stool,98.56,0.08,0,1824836,MetaFlye2 (LR),Stool,7,2432686
HQ Winners,20-2_76_WCxbin.6.SR_plate,99.09,0.08,0,1573414,MetaSPAdes (SR),Plate,4,2450347
HQ Winners,C047-M24_stoolxbin.72.SR_stool,99.38,0.08,0,1552459,MetaSPAdes (SR),Stool,7,6656973
HQ Winners,40-1_9x40-1_9.001.SR_stool,99.4,0.08,0,1129388,MetaSPAdes (SR),Stool,14,2488248
HQ Winners,20-2_0xbin.2.SR_stool,99.66,0.08,0,162780,MetaSPAdes (SR),Stool,17,1879302
HQ Winners,43-1_24_BAPx4_sub.SR_plate,93.31,0.09,0,17087,MetaSPAdes (SR),Plate,134,1602966
HQ Winners,40-1_6x40-1_early__40-1_6.004.LR_stool,99.63,0.09,0,2887986,MetaFlye2 (LR),Stool,14,3112938
HQ Winners,40-2_6x2.LR_stool,99.63,0.09,0,2887995,MetaFlye2 (LR),Stool,3,3012769
HQ Winners,17-1_6_stoolx42.SR_stool,94.15,0.1,0,491341,MetaSPAdes (SR),Stool,14,3835444
HQ Winners,39-2_66xbin.82.SR_stool,96.78,0.1,0,88404,MetaSPAdes (SR),Stool,36,2516655
HQ Winners,08-1_9x4_sub.LR_stool,99.42,0.1,0,608832,MetaFlye2 (LR),Stool,13,3830292
HQ Winners,40-2_16x32.LR_stool,99.85,0.1,0,3501311,MetaFlye2 (LR),Stool,2,4989999
HQ Winners,19-1_95_DP_LKVxbin.3.SR_plate,92.51,0.11,0,33133,MetaSPAdes (SR),Plate,120,2595026
HQ Winners,C014-M27xbin.6_sub.LR_stool,97.89,0.11,0,1892310,MetaFlye2 (LR),Stool,2,1897332
HQ Winners,08-2_9xbin.42.SR_stool,97.99,0.11,0,313128,MetaSPAdes (SR),Stool,9,2276485
HQ Winners,29-2_36_stoolxbin.53.SR_stool,98.47,0.11,0,23179,MetaSPAdes (SR),Stool,187,2375994
HQ Winners,29-2_95x5.SR_stool,98.63,0.11,0,51519,MetaSPAdes (SR),Stool,115,2805026
HQ Winners,29-1_76x29-1_76.014.SR_stool,98.67,0.11,0,483426,MetaSPAdes (SR),Stool,48,1908506
HQ Winners,39-2_14x44.LR_stool,99.43,0.11,0,5369720,MetaFlye2 (LR),Stool,3,5628920
HQ Winners,20-2_N9x20-2_N9.010.SR_stool,99.97,0.11,0,264878,MetaSPAdes (SR),Stool,32,4710522
HQ Winners,08-1_N9x08-1_N9.012.SR_stool,100,0.11,0,218691,MetaSPAdes (SR),Stool,27,2821624
HQ Winners,C008-M00_stoolxbin.5.SR_stool,100,0.11,0,63891,MetaSPAdes (SR),Stool,64,2718323
HQ Winners,43-1_73x90.SR_stool,91.59,0.12,0,25884,MetaSPAdes (SR),Stool,173,2374286
HQ Winners,C047-M07_stoolxC047-M07_stool.011.SR_stool,93.68,0.12,0,866075,MetaSPAdes (SR),Stool,52,5127071
HQ Winners,29-2_95xbin.9.LR_stool,96.52,0.12,0,2125985,MetaFlye2 (LR),Stool,6,4158647
HQ Winners,C040-M06x67.SR_stool,97.35,0.12,0,76010,MetaSPAdes (SR),Stool,67,3153822
HQ Winners,20-1_14x29.LR_stool,98.7,0.12,0,1202650,MetaFlye2 (LR),Stool,14,4953284
HQ Winners,C039-M24_stoolxbin.9.SR_stool,99.19,0.12,0,336588,MetaSPAdes (SR),Stool,11,1481121
HQ Winners,14-1_14xbin.11.LR_stool,99.26,0.12,0,2502052,MetaFlye2 (LR),Stool,6,4706466
HQ Winners,14-2_95x49.LR_stool,99.26,0.12,0,1226755,MetaFlye2 (LR),Stool,9,4718428
HQ Winners,C019-M07_stoolxC019-M07_stool.001.SR_stool,99.26,0.12,0,2974414,MetaSPAdes (SR),Stool,18,4929274
HQ Winners,39-1_36_LKVxbin.2_sub.SR_plate,99.32,0.12,0,1314707,MetaSPAdes (SR),Plate,8,6331690
HQ Winners,C017-M36xbin.117.SR_stool,100,0.12,0,895192,MetaSPAdes (SR),Stool,6,1666335
HQ Winners,C029-M06x30.SR_stool,100,0.12,0,264711,MetaSPAdes (SR),Stool,7,1745297
HQ Winners,47-2_7_BAPxbin.6.SR_plate,97.65,0.13,0,39514,MetaSPAdes (SR),Plate,141,3278470
HQ Winners,17-1_N10_stoolx56.SR_stool,97.99,0.13,0,368590,MetaSPAdes (SR),Stool,21,3731989
HQ Winners,17-2_13_stoolxbin.33.SR_stool,97.99,0.13,0,350716,MetaSPAdes (SR),Stool,24,3934157
HQ Winners,19-1_N16_DP_BAPcstx19-1_N16_DP_BAPcst.004.SR_plate,97.99,0.13,0,139826,MetaSPAdes (SR),Plate,60,3976751
HQ Winners,C020-M24_BAPxbin.12.SR_plate,97.99,0.13,0,257822,MetaSPAdes (SR),Plate,26,3567677
HQ Winners,14-1_6_stoolxbin.2.SR_stool,98.32,0.13,0,94959,MetaSPAdes (SR),Stool,70,3269860
HQ Winners,20-2_47x118.SR_stool,98.62,0.13,0,78655,MetaSPAdes (SR),Stool,67,2742927
HQ Winners,14-1_6x14-1_early__14-1_6.016.LR_stool,98.65,0.13,0,1837788,MetaFlye2 (LR),Stool,6,5173039
HQ Winners,14-2_6_BAPx14-2_6_BAP.005.SR_plate,98.66,0.13,0,399174,MetaSPAdes (SR),Plate,24,4117185
HQ Winners,C014-M06xC014-M06.020.SR_stool,98.66,0.13,0,246535,MetaSPAdes (SR),Stool,59,3010223
HQ Winners,43-1_17xbin.43.SR_stool,99.04,0.13,0,662272,MetaSPAdes (SR),Stool,9,4908885
HQ Winners,20-2_2_stoolx20-2_2_stool.007.SR_stool,99.22,0.13,0,507347,MetaSPAdes (SR),Stool,23,2032447
HQ Winners,C020-M24_WCxbin.6.SR_plate,99.24,0.13,0,194947,MetaSPAdes (SR),Plate,68,4926397
HQ Winners,19-1_95_DP_BAPcstx4.SR_plate,99.25,0.13,0,700246,MetaSPAdes (SR),Plate,22,5145288
HQ Winners,20-1_11xbin.30.SR_stool,99.25,0.13,0,540446,MetaSPAdes (SR),Stool,17,4946063
HQ Winners,20-2_14x16.SR_stool,99.25,0.13,0,901726,MetaSPAdes (SR),Stool,24,5176132
HQ Winners,29-2_14x12.SR_stool,99.33,0.13,0,134520,MetaSPAdes (SR),Stool,54,3528870
HQ Winners,40-1_9x40-1_9.019.SR_stool,99.33,0.13,0,636385,MetaSPAdes (SR),Stool,17,3624397
HQ Winners,40-1_9x40-1_early__40-1_9.007.LR_stool,99.33,0.13,0,2594022,MetaFlye2 (LR),Stool,2,2626406
HQ Winners,40-2_10_DP_BAPcstxbin.4.SR_plate,99.33,0.13,0,297457,MetaSPAdes (SR),Plate,24,3735043
HQ Winners,43-1_1x43-1_1.004.SR_stool,99.33,0.13,0,586033,MetaSPAdes (SR),Stool,12,3625273
HQ Winners,14-2_6_BAPx14-2_6_BAP.003.SR_plate,99.42,0.13,0,5270642,MetaSPAdes (SR),Plate,14,5342589
HQ Winners,C014-M00x35.LR_stool,99.42,0.13,0,1772583,MetaFlye2 (LR),Stool,3,5208397
HQ Winners,19-1_N16x19-1_N16.012.SR_stool,100,0.13,0,460307,MetaSPAdes (SR),Stool,22,2663368
HQ Winners,19-2_N16x19-2_N16.019.SR_stool,100,0.13,0,141761,MetaSPAdes (SR),Stool,41,2617228
HQ Winners,39-1_N11x39-1_N11.017.SR_stool,100,0.13,0,389534,MetaSPAdes (SR),Stool,38,4219021
HQ Winners,39-2_10_stoolxbin.40.SR_stool,100,0.13,0,693918,MetaSPAdes (SR),Stool,21,4187359
HQ Winners,40-2_35_stoolx70.SR_stool,99.97,0.14,0,439683,MetaSPAdes (SR),Stool,28,5064683
HQ Winners,C019-M00x76.SR_stool,95.88,0.15,0,44584,MetaSPAdes (SR),Stool,132,3144651
HQ Winners,19-1_12xbin.13.SR_stool,98.09,0.15,0,230703,MetaSPAdes (SR),Stool,17,2115482
HQ Winners,08-2_N6x08-2_N6.031.SR_stool,98.97,0.15,0,127713,MetaSPAdes (SR),Stool,40,2151849
HQ Winners,C039-M36_stoolxC039-M36_stool.001.SR_stool,99.55,0.15,0,2111537,MetaSPAdes (SR),Stool,12,2406524
HQ Winners,20-2_54_stoolx69.SR_stool,99.89,0.15,0,131598,MetaSPAdes (SR),Stool,24,1864228
HQ Winners,29-1_95xbin.42.SR_stool,99.89,0.15,0,86809,MetaSPAdes (SR),Stool,37,1788220
HQ Winners,40-2_16x40-2_16.010.SR_stool,99.89,0.15,0,303391,MetaSPAdes (SR),Stool,26,1847147
HQ Winners,14-1_11_stoolx14-1_11_stool.012.SR_stool,96.77,0.16,0,77674,MetaSPAdes (SR),Stool,61,2794242
HQ Winners,08-1_N9x23.SR_stool,96.84,0.16,0,39660,MetaSPAdes (SR),Stool,101,2571024
HQ Winners,39-2_52xbin.28.SR_stool,98.95,0.16,0,141863,MetaSPAdes (SR),Stool,31,3352238
HQ Winners,C014-M27_stoolxC014-M27_stool.033_sub.SR_stool,99.19,0.16,0,344593,MetaSPAdes (SR),Stool,40,3082060
HQ Winners,14-1_9_BAPx14-1_9_BAP.002_sub.SR_plate,100,0.16,0,164263,MetaSPAdes (SR),Plate,51,3316323
HQ Winners,19-1_95x122_sub.SR_stool,100,0.16,0,396034,MetaSPAdes (SR),Stool,23,3300788
HQ Winners,19-2_6_WCx19-2_6_WC.001.SR_plate,100,0.16,0,2460589,MetaSPAdes (SR),Plate,16,3471675
HQ Winners,40-2_10x92.SR_stool,96.51,0.17,0,26355,MetaSPAdes (SR),Stool,198,3031583
HQ Winners,20-1_35_stoolx61.SR_stool,96.96,0.17,0,164913,MetaSPAdes (SR),Stool,18,2004074
HQ Winners,29-1_47x0_sub.SR_stool,97.32,0.17,0,101107,MetaSPAdes (SR),Stool,26,1836455
